1.990000000000000000e+03,1.000000000000000056e-01,9.500000000000000111e-02,7.299999999999999545e-02,8.799999999999999489e-02
1.991000000000000000e+03,1.079999999999999988e-01,1.000000000000000056e-01,7.599999999999999811e-02,9.400000000000000022e-02
1.992000000000000000e+03,1.110000000000000014e-01,1.029999999999999943e-01,7.599999999999999811e-02,9.700000000000000289e-02
1.993000000000000000e+03,1.130000000000000032e-01,1.049999999999999961e-01,7.299999999999999545e-02,9.700000000000000289e-02
1.994000000000000000e+03,1.140000000000000041e-01,1.089999999999999997e-01,7.099999999999999367e-02,9.800000000000000377e-02
1.995000000000000000e+03,1.160000000000000059e-01,1.049999999999999961e-01,7.399999999999999634e-02,9.900000000000000466e-02
1.996000000000000000e+03,1.130000000000000032e-01,9.800000000000000377e-02,7.000000000000000666e-02,9.500000000000000111e-02
1.997000000000000000e+03,1.150000000000000050e-01,1.000000000000000056e-01,7.000000000000000666e-02,9.500000000000000111e-02
1.998000000000000000e+03,1.059999999999999970e-01,9.700000000000000289e-02,6.600000000000000311e-02,8.999999999999999667e-02
1.999000000000000000e+03,1.059999999999999970e-01,9.400000000000000022e-02,6.300000000000000044e-02,8.799999999999999489e-02
2.000000000000000000e+03,1.089999999999999997e-01,1.029999999999999943e-01,7.099999999999999367e-02,9.500000000000000111e-02
2.001000000000000000e+03,1.209999999999999964e-01,1.219999999999999973e-01,9.199999999999999845e-02,1.120000000000000023e-01
2.002000000000000000e+03,1.260000000000000009e-01,1.340000000000000080e-01,9.800000000000000377e-02,1.219999999999999973e-01
2.003000000000000000e+03,1.219999999999999973e-01,1.250000000000000000e-01,9.600000000000000200e-02,1.179999999999999938e-01
2.004000000000000000e+03,1.219999999999999973e-01,1.160000000000000059e-01,9.299999999999999933e-02,1.140000000000000041e-01
2.005000000000000000e+03,1.250000000000000000e-01,1.189999999999999947e-01,9.600000000000000200e-02,1.160000000000000059e-01
2.006000000000000000e+03,1.429999999999999882e-01,1.290000000000000036e-01,1.010000000000000064e-01,1.280000000000000027e-01
2.007000000000000000e+03,1.439999999999999891e-01,1.280000000000000027e-01,1.000000000000000056e-01,1.280000000000000027e-01
2.008000000000000000e+03,1.380000000000000115e-01,1.250000000000000000e-01,1.000000000000000056e-01,1.250000000000000000e-01
2.009000000000000000e+03,1.469999999999999918e-01,1.340000000000000080e-01,1.010000000000000064e-01,1.320000000000000062e-01
2.010000000000000000e+03,1.479999999999999927e-01,1.310000000000000053e-01,9.800000000000000377e-02,1.300000000000000044e-01
2.011000000000000000e+03,1.479999999999999927e-01,1.310000000000000053e-01,1.010000000000000064e-01,1.310000000000000053e-01
2.012000000000000000e+03,1.529999999999999971e-01,1.340000000000000080e-01,1.049999999999999961e-01,1.350000000000000089e-01
2.013000000000000000e+03,1.620000000000000051e-01,1.419999999999999873e-01,1.140000000000000041e-01,1.429999999999999882e-01
