1.999000000000000000e+03,1.270000000000000000e+03,1.970000000000000000e+02,2.760000000000000000e+02,3.700000000000000000e+02,2.110000000000000000e+02,1.570000000000000000e+02,5.900000000000000000e+01
2.000000000000000000e+03,1.242000000000000000e+03,1.780000000000000000e+02,2.680000000000000000e+02,3.630000000000000000e+02,2.080000000000000000e+02,1.580000000000000000e+02,6.600000000000000000e+01
2.001000000000000000e+03,1.256000000000000000e+03,1.670000000000000000e+02,2.610000000000000000e+02,3.590000000000000000e+02,2.220000000000000000e+02,1.720000000000000000e+02,7.500000000000000000e+01
2.002000000000000000e+03,1.325000000000000000e+03,1.720000000000000000e+02,2.830000000000000000e+02,3.750000000000000000e+02,2.400000000000000000e+02,1.800000000000000000e+02,7.600000000000000000e+01
2.003000000000000000e+03,1.386000000000000000e+03,1.790000000000000000e+02,2.790000000000000000e+02,4.010000000000000000e+02,2.510000000000000000e+02,1.990000000000000000e+02,7.700000000000000000e+01
2.004000000000000000e+03,1.532000000000000000e+03,1.860000000000000000e+02,3.110000000000000000e+02,4.330000000000000000e+02,2.910000000000000000e+02,2.190000000000000000e+02,9.200000000000000000e+01
2.005000000000000000e+03,1.636000000000000000e+03,1.650000000000000000e+02,3.170000000000000000e+02,4.670000000000000000e+02,3.060000000000000000e+02,2.620000000000000000e+02,1.190000000000000000e+02
2.006000000000000000e+03,1.654000000000000000e+03,1.640000000000000000e+02,3.120000000000000000e+02,4.520000000000000000e+02,3.260000000000000000e+02,2.630000000000000000e+02,1.370000000000000000e+02
2.007000000000000000e+03,1.218000000000000000e+03,1.200000000000000000e+02,2.200000000000000000e+02,3.350000000000000000e+02,2.270000000000000000e+02,2.020000000000000000e+02,1.150000000000000000e+02
2.008000000000000000e+03,8.190000000000000000e+02,1.040000000000000000e+02,1.460000000000000000e+02,2.190000000000000000e+02,1.380000000000000000e+02,1.270000000000000000e+02,8.400000000000000000e+01
2.009000000000000000e+03,5.200000000000000000e+02,6.600000000000000000e+01,1.060000000000000000e+02,1.390000000000000000e+02,8.900000000000000000e+01,7.200000000000000000e+01,4.800000000000000000e+01
2.010000000000000000e+03,4.960000000000000000e+02,6.600000000000000000e+01,9.600000000000000000e+01,1.350000000000000000e+02,8.700000000000000000e+01,7.500000000000000000e+01,3.700000000000000000e+01
2.011000000000000000e+03,4.470000000000000000e+02,5.700000000000000000e+01,8.400000000000000000e+01,1.110000000000000000e+02,7.900000000000000000e+01,7.600000000000000000e+01,4.000000000000000000e+01
2.012000000000000000e+03,4.830000000000000000e+02,5.300000000000000000e+01,8.300000000000000000e+01,1.260000000000000000e+02,9.300000000000000000e+01,8.800000000000000000e+01,4.000000000000000000e+01
2.013000000000000000e+03,5.690000000000000000e+02,4.600000000000000000e+01,8.900000000000000000e+01,1.540000000000000000e+02,1.150000000000000000e+02,1.100000000000000000e+02,5.600000000000000000e+01
2.014000000000000000e+03,6.200000000000000000e+02,4.800000000000000000e+01,8.700000000000000000e+01,1.620000000000000000e+02,1.310000000000000000e+02,1.270000000000000000e+02,6.600000000000000000e+01
2.015000000000000000e+03,6.480000000000000000e+02,4.900000000000000000e+01,8.700000000000000000e+01,1.710000000000000000e+02,1.380000000000000000e+02,1.320000000000000000e+02,7.200000000000000000e+01
