1.999000000000000000e+03,1.360000000000000000e+02,1.050000000000000000e+02,5.000000000000000000e+01,3.100000000000000000e+01,1.300000000000000000e+01
2.000000000000000000e+03,1.350000000000000000e+02,9.900000000000000000e+01,5.200000000000000000e+01,3.000000000000000000e+01,1.600000000000000000e+01
2.001000000000000000e+03,1.050000000000000000e+02,9.500000000000000000e+01,5.400000000000000000e+01,4.300000000000000000e+01,1.800000000000000000e+01
2.002000000000000000e+03,1.200000000000000000e+02,9.400000000000000000e+01,4.900000000000000000e+01,4.200000000000000000e+01,1.900000000000000000e+01
2.003000000000000000e+03,9.700000000000000000e+01,9.000000000000000000e+01,5.200000000000000000e+01,3.500000000000000000e+01,1.800000000000000000e+01
2.004000000000000000e+03,1.040000000000000000e+02,8.900000000000000000e+01,5.500000000000000000e+01,4.100000000000000000e+01,2.100000000000000000e+01
2.005000000000000000e+03,8.800000000000000000e+01,8.200000000000000000e+01,5.100000000000000000e+01,4.700000000000000000e+01,2.800000000000000000e+01
2.006000000000000000e+03,8.300000000000000000e+01,8.900000000000000000e+01,6.700000000000000000e+01,4.800000000000000000e+01,3.800000000000000000e+01
2.007000000000000000e+03,7.500000000000000000e+01,6.800000000000000000e+01,5.300000000000000000e+01,5.100000000000000000e+01,3.800000000000000000e+01
2.008000000000000000e+03,9.800000000000000000e+01,7.400000000000000000e+01,5.800000000000000000e+01,3.800000000000000000e+01,3.400000000000000000e+01
2.009000000000000000e+03,9.400000000000000000e+01,6.800000000000000000e+01,5.100000000000000000e+01,3.700000000000000000e+01,2.500000000000000000e+01
2.010000000000000000e+03,5.200000000000000000e+01,4.200000000000000000e+01,3.500000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+01
2.011000000000000000e+03,4.500000000000000000e+01,4.000000000000000000e+01,2.900000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00
2.012000000000000000e+03,6.300000000000000000e+01,4.200000000000000000e+01,3.500000000000000000e+01,1.800000000000000000e+01,9.000000000000000000e+00
2.013000000000000000e+03,8.100000000000000000e+01,5.400000000000000000e+01,3.200000000000000000e+01,2.100000000000000000e+01,7.000000000000000000e+00
2.014000000000000000e+03,9.600000000000000000e+01,7.100000000000000000e+01,5.300000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01
2.015000000000000000e+03,1.160000000000000000e+02,1.070000000000000000e+02,4.900000000000000000e+01,3.300000000000000000e+01,1.500000000000000000e+01
